Coast|Dogs not allowed|Established campsites|Fall foilage|Good for kids|Lakes|Mountain views|Old growth|Ridges/passes|Rivers|Summits|Waterfalls|Wildflowers/Meadows|Wildlife|elevation_gain|highest_point|hike_name|lat|long|numReports|number_votes|url|which_pass|super_region|sub_region|total_distance|stars|Backcountry camping permit. Register in person at ranger station (no fee)|Discover Pass|Discover Pass, Sno-Parks Permit|National Monument Fee|National Monument Fee, Sno-Parks Permit|National Park Pass|None|None, Northwest Forest Pass|Northwest Forest Pass|Northwest Forest Pass, Sno-Parks Permit|Oregon State Parks Day-Use|Refuge Entrance Pass|Sno-Parks Permit|Wilderness permit. Self-issue at trailhead (no fee)| Bellingham Area| Blewett Pass| Chinook Pass - Hwy 410| Cle Elum Area| Columbia River Gorge - OR| Columbia River Gorge - WA| Cougar Mountain| Dark Divide| Entiat Mountains/Lake Chelan| Goat Rocks| Grand Coulee| Hood Canal| Kitsap Peninsula| Leavenworth Area| Lewis River Region| Long Beach Area| Methow/Sawtooth| Mount Adams Area| Mount Baker Area| Mount St. Helens| Mountain Loop Highway| NE - Sunrise/White River| NW - Carbon River/Mowich| North Bend Area| North Cascades Highway - Hwy 20| Northern Coast| Okanogan Highlands/Kettle River Range| Olympia| Orcas Island| Pacific Coast| Palouse and Blue Mountains| Pasayten| Potholes Region| SE - Cayuse Pass/Steven's Canyon| SW - Longmire/Paradise| Salmon La Sac/Teanaway| San Juan Islands| Seattle-Tacoma Area| Selkirk Range| Snoqualmie Pass| Spokane Area/Coeur d'Alene| Squak Mountain| Stevens Pass - East| Stevens Pass - West| Tiger Mountain| Tri-Cities| Vancouver Area| Wenatchee| Whidbey Island| White Pass/Cowlitz River Valley| Yakima|NaN|distance_from_median
1521|0|0|1|0|0|1|1|0|0|1|0|1|0|0|2024.0|4624.0|Gold Creek - Alaska Lake|47.4011|-121.3738|156|11.0|https://www.wta.org/go-hiking/hikes/alaska-lake|Northwest Forest Pass|Snoqualmie Region| Snoqualmie Pass|14.0|2.45|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|9420.575334117068
977|0|0|0|0|0|0|1|0|0|0|1|0|1|1|2900.0|6856.0|Norse Peak|46.9644|-121.4829|157|9.0|https://www.wta.org/go-hiking/hikes/norse-peak|Northwest Forest Pass|Mount Rainier Area| Chinook Pass - Hwy 410|10.0|3.33|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9510.008176986696
94|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2022.0|2522.0|Cable Line Trail|47.5296|-121.9844|159|14.0|https://www.wta.org/go-hiking/hikes/cable-line-trail|Discover Pass|Issaquah Alps| Tiger Mountain|3.0|3.71|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|9401.906687005867
1153|0|1|0|0|1|0|1|0|1|0|1|0|1|1|650.0|5757.0|Hurricane Hill|47.9766|-123.5178|159|17.0|https://www.wta.org/go-hiking/hikes/hurricane-hill|National Park Pass|Olympic Peninsula| Northern Coast|3.2|4.12|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9313.875997464047
1544|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1300.0|4274.0|Mount Zion|47.9228|-123.0261|159|16.0|https://www.wta.org/go-hiking/hikes/mount-zion|Northwest Forest Pass|Olympic Peninsula| Hood Canal|4.6|3.25|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9343.030381284927
1038|0|0|0|0|0|0|1|0|1|1|0|0|1|0|2000.0|6000.0|Railroad Grade|48.7061|-121.8096|160|17.0|https://www.wta.org/go-hiking/hikes/railroad-grade|Northwest Forest Pass|North Cascades| Mount Baker Area|7.0|3.88|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9133.833746867434
1800|0|0|0|0|0|0|1|0|0|0|1|0|0|0|3105.0|6278.0|Snoqualmie Mountain|47.4453|-121.4234|161|7.0|https://www.wta.org/go-hiking/hikes/mount-snoqualmie|Northwest Forest Pass|Snoqualmie Region|NaN|3.8|4.57|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9393.67574052277
89|0|0|0|0|1|0|0|1|1|0|1|1|1|1|1200.0|1598.0|Wilderness Peak Loop|47.5093|-122.0904|162|16.0|https://www.wta.org/go-hiking/hikes/wilderness-peak|None|Issaquah Alps| Cougar Mountain|4.0|3.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9402.381443619319
382|0|0|1|0|1|0|0|1|1|1|0|0|0|0|1300.0|1900.0|Thunder Creek|48.6855|-121.0925|162|19.0|https://www.wta.org/go-hiking/hikes/thunder-creek-1|None|North Cascades| North Cascades Highway - Hwy 20|12.0|3.63|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9154.610561532363
373|0|1|1|0|1|0|1|1|0|1|0|0|0|1|300.0|800.0|Hoh River Trail to Five Mile Island|47.8597|-123.9337|163|20.0|https://www.wta.org/go-hiking/hikes/hoh-river|National Park Pass|Olympic Peninsula| Pacific Coast|10.6|3.6|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9355.126045054327
395|0|0|1|0|0|0|1|1|0|0|0|0|1|1|1900.0|5400.0|Spider Meadow and Phelps Basin|48.0829|-120.835|163|22.0|https://www.wta.org/go-hiking/hikes/spider-meadows|Northwest Forest Pass|Central Cascades| Stevens Pass - East|13.0|4.05|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|9298.202918959927
781|0|0|0|0|0|1|1|0|1|0|0|0|0|0|1500.0|5100.0|Margaret Lake|47.3642|-121.3582|164|17.0|https://www.wta.org/go-hiking/hikes/margaret-lake|Northwest Forest Pass|Snoqualmie Region| Snoqualmie Pass|6.0|2.94|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|9424.487973682077
1022|0|0|0|0|0|0|1|0|1|0|0|0|1|0|1350.0|6100.0|Ptarmigan Ridge|48.8463|-121.6927|165|24.0|https://www.wta.org/go-hiking/hikes/ptarmigan-ridge|Northwest Forest Pass|North Cascades| Mount Baker Area|9.0|4.42|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9117.401049566652
1013|0|0|0|0|1|1|1|0|0|0|0|0|1|1|1100.0|6400.0|Sheep Lake to Sourdough Gap|46.8911|-121.5057|166|20.0|https://www.wta.org/go-hiking/hikes/sourdough-gap|Northwest Forest Pass|Mount Rainier Area| Chinook Pass - Hwy 410|6.0|3.7|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9518.32140063565
446|0|0|1|0|1|1|1|0|0|0|0|0|1|0|1900.0|4900.0|Lake Ann (Mount Baker Highway)|48.8511|-121.6861|168|19.0|https://www.wta.org/go-hiking/hikes/lake-ann|Northwest Forest Pass|North Cascades| Mount Baker Area|8.2|4.11|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9116.817536462491
555|0|0|1|0|0|0|1|0|0|1|0|1|0|1|800.0|900.0|Lower South Fork Skokomish River|47.419|-123.3297|169|9.0|https://www.wta.org/go-hiking/hikes/lower-south-fork-skokomish-river|Northwest Forest Pass|Olympic Peninsula| Olympia|8.5|3.22|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9457.711551209908
374|0|1|1|0|0|1|1|1|0|0|0|1|1|1|3900.0|4600.0|Upper Lena Lake|47.6009|-123.1456|171|21.0|https://www.wta.org/go-hiking/hikes/upper-lena-lake|Northwest Forest Pass|Olympic Peninsula| Hood Canal|14.0|4.19|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9379.589445192672
384|0|1|0|0|1|1|1|0|1|0|0|1|0|1|1800.0|5392.0|Cascade Pass|48.4754|-121.0751|171|23.0|https://www.wta.org/go-hiking/hikes/cascade-pass|None|North Cascades| North Cascades Highway - Hwy 20|7.0|3.87|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9177.659814855338
541|0|0|1|0|1|1|0|0|0|1|0|1|0|1|||Wallace Falls State Park - Greg Ball Trail|47.8669|-121.682|173||https://www.wta.org/go-hiking/hikes/wallace-lake|Discover Pass|nan|NaN|||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9349.626704633412
634|0|1|1|0|0|1|1|0|0|1|0|0|0|1|4000.0|5120.0|High Divide - Seven Lakes Basin Loop|47.9506|-123.8152|173|15.0|https://www.wta.org/go-hiking/hikes/seven-lakes-basin|National Park Pass|Olympic Peninsula| Northern Coast|19.0|4.27|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9318.913325354768
1028|0|0|1|0|1|1|1|1|1|0|0|0|1|0|2200.0|4950.0|Independence and North Lakes|48.117|-121.5226|173|20.0|https://www.wta.org/go-hiking/hikes/independence-and-north-lakes|Northwest Forest Pass|North Cascades| Mountain Loop Highway|7.0|3.9|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9269.890483169864
381|0|0|0|0|1|0|0|1|0|1|0|0|0|1|150.0|800.0|Old Sauk River Trail|48.2154|-121.5588|174|21.0|https://www.wta.org/go-hiking/hikes/old-sauk|None|North Cascades| Mountain Loop Highway|6.0|2.9|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9259.349130728227
144|0|1|1|0|1|0|0|1|1|1|0|1|1|0|||Enchanted Valley via East Fork Quinault River|47.573|-123.5694|174||https://www.wta.org/go-hiking/hikes/enchanted-valley|National Park Pass|nan|NaN|||0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9398.300349623225
1655|0|0|0|0|0|1|1|0|0|0|0|0|1|0|1200.0|3800.0|Pinnacle Lake|48.0587|-121.736|175|8.0|https://www.wta.org/go-hiking/hikes/pinnacle-lake|None|North Cascades| Mountain Loop Highway|3.8|3.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9278.223933721169
102|0|1|0|0|0|1|1|0|0|0|0|1|1|1|3400.0|4950.0|Lake of the Angels|47.5836|-123.2347|177|21.0|https://www.wta.org/go-hiking/hikes/lake-of-the-angels|None|Olympic Peninsula| Hood Canal|7.0|4.48|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9382.214472290698
344|0|1|0|0|0|0|0|0|0|1|0|1|0|0|1250.0|4875.0|Comet Falls|46.778999999999996|-121.7823|178|29.0|https://www.wta.org/go-hiking/hikes/comet-falls|National Park Pass|Mount Rainier Area| SW - Longmire/Paradise|3.8|4.17|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9552.318902450632
0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|2360.0|2500.0|Tiger Mountain Trail|47.4425|-121.9776|178|9.0|https://www.wta.org/go-hiking/hikes/tiger-mountain-trail|None|Issaquah Alps| Tiger Mountain|30.4|3.67|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|9411.456912412936
962|0|0|0|0|0|0|1|0|1|0|1|0|1|0|4223.0|7223.0|Navaho Peak|47.3662|-120.8028|178|9.0|https://www.wta.org/go-hiking/hikes/navaho-peak|Northwest Forest Pass|Snoqualmie Region| Salmon La Sac/Teanaway|13.7|4.33|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9419.018525285846
1910|0|0|0|0|0|0|1|0|1|0|1|0|1|0|2650.0|5540.0|Johnson Ridge|47.7966|-121.2622|178|21.0|https://www.wta.org/go-hiking/hikes/johnson-ridge|Northwest Forest Pass|Central Cascades| Stevens Pass - West|4.0|4.14|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|9336.6638722354
402|0|0|1|0|1|0|0|1|0|1|0|1|0|0|900.0|2500.0|Suiattle River Trail|48.2481|-121.1921|179|3.0|https://www.wta.org/go-hiking/hikes/suiattle-river-trail|Northwest Forest Pass|North Cascades| Mountain Loop Highway|13.8|3.67|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9252.411021263431
1441|0|1|1|0|0|1|1|1|0|1|0|1|1|0|2650.0|5700.0|Royal Basin - Royal Lake|47.8779|-123.137|180|22.0|https://www.wta.org/go-hiking/hikes/royal-basin|Northwest Forest Pass|Olympic Peninsula| Hood Canal|16.0|3.86|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9348.887041625869
534|1|1|0|0|1|0|0|0|0|1|0|0|1|1|10.0|10.0|Billy Frank Jr. Nisqually National Wildlife Area|47.0688|-122.7129|180|28.0|https://www.wta.org/go-hiking/hikes/nisqually-nwr|Refuge Entrance Pass|Puget Sound and Islands| Seattle-Tacoma Area|5.0|3.93|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9452.676334770817
422|0|0|0|0|0|0|1|0|1|0|1|0|1|0|3750.0|6100.0|Church Mountain|48.9123|-121.8578|181|23.0|https://www.wta.org/go-hiking/hikes/church-mountain|Northwest Forest Pass|North Cascades| Mount Baker Area|8.5|4.22|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9111.411542698119
370|1|0|0|0|1|0|1|1|0|0|0|0|0|0|350.0|110.0|Deception Pass State Park - Headlands / Rosario Head / Lighthouse Point|48.4169|-122.6512|182|26.0|https://www.wta.org/go-hiking/hikes/deception-pass-headlands|Discover Pass|Puget Sound and Islands| Bellingham Area|5.0|4.12|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9202.466297472103
399|0|0|0|0|1|0|0|0|0|0|0|0|1|1|100.0|1500.0|Cowiche Canyon|46.6299|-120.6629|183|13.0|https://www.wta.org/go-hiking/hikes/cowiche-canyon||Central Washington| Yakima|6.0|3.46|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|9555.69895601114
1065|0|0|1|0|1|1|0|1|0|0|0|0|0|0|800.0|3000.0|Ashland Lakes|48.0477|-121.7142|183|19.0|https://www.wta.org/go-hiking/hikes/ashland-lakes|Discover Pass|North Cascades| Mountain Loop Highway|5.4|3.63|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9279.24692134407
27|0|0|0|0|0|0|1|0|1|0|0|0|1|0|2360.0|6160.0|Iron Peak|47.4214|-120.9372|184|7.0|https://www.wta.org/go-hiking/hikes/iron-peak-1|None|Snoqualmie Region| Salmon La Sac/Teanaway|7.6|4.14|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9414.336915104534
376|0|0|1|0|1|0|0|1|0|1|0|0|1|0|800.0|1500.0|Lower Gray Wolf River|47.967|-123.1274|184|17.0|https://www.wta.org/go-hiking/hikes/gray-wolf-river|None|Olympic Peninsula| Hood Canal|8.4|3.76|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9338.956870751184
1526|0|0|1|0|1|0|1|1|0|1|0|0|0|0|||Carbon River to Ipsut Falls|46.9949|-121.9123|186||https://www.wta.org/go-hiking/hikes/carbon-river|National Park Pass|nan|NaN|||0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9448.020815647786
284|0|0|0|0|0|1|1|0|1|0|1|0|1|1|3300.0|5353.0|Bare Mountain|47.6395|-121.5283|187|18.0|https://www.wta.org/go-hiking/hikes/bare-mountain|Northwest Forest Pass|Snoqualmie Region| North Bend Area|8.6|4.06|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9386.110132250218
1019|0|0|0|0|0|1|1|0|1|1|1|0|1|0|4200.0|6214.0|Vesper Peak|48.0371|-121.479|187|14.0|https://www.wta.org/go-hiking/hikes/vesper-peak|Northwest Forest Pass|North Cascades| Mountain Loop Highway|8.0|4.36|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9278.3203266252
1167|0|0|0|0|0|0|1|1|0|1|0|0|1|0|1000.0|2800.0|North Fork Sauk River|48.0584|-121.2866|189|7.0|https://www.wta.org/go-hiking/hikes/north-fork-sauk-river|Northwest Forest Pass|North Cascades| Mountain Loop Highway|11.0|2.86|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9274.218247465016
1901|0|0|0|0|0|1|1|1|1|0|0|0|0|0|2200.0|4600.0|Kachess Ridge / Kachess Beacon|47.2672|-121.1737|190|8.0|https://www.wta.org/go-hiking/hikes/kachess-ridge|None|Snoqualmie Region| Snoqualmie Pass|5.8|3.25|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|9433.322040308292
77|0|0|0|0|0|0|1|1|0|1|0|1|0|1|2270.0|3070.0|Granite Creek Trail|47.4698|-121.6687|191|10.0|https://www.wta.org/go-hiking/hikes/granite-creek-road-trail|Discover Pass|Snoqualmie Region| North Bend Area|7.0|3.5|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9406.182967084636
584|0|1|0|0|1|0|1|1|1|1|0|0|1|0|1300.0|4080.0|Rampart Ridge Loop|46.7497|-121.8107|192|15.0|https://www.wta.org/go-hiking/hikes/rampart-ridge-loop|National Park Pass|Mount Rainier Area| SW - Longmire/Paradise|4.5|3.13|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9555.841168841162
921|0|1|1|0|1|1|1|0|0|1|0|0|1|1|1600.0|5900.0|Glacier Basin|46.9021|-121.6437|192|23.0|https://www.wta.org/go-hiking/hikes/glacier-basin|National Park Pass|Mount Rainier Area| NE - Sunrise/White River|6.5|4.09|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9527.131338653191
368|0|0|0|0|1|1|1|0|1|0|0|0|0|0|1100.0|5100.0|Skyline Lake Snowshoe|47.7479|-121.0889|192|9.0|https://www.wta.org/go-hiking/hikes/skyline-lake-snowshoe|None|Central Cascades| Stevens Pass - West|3.0|4.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|9340.360071916783
953|0|0|1|0|1|1|0|0|0|0|0|0|1|0|870.0|4200.0|Mirror and Cottonwood Lakes|47.3441|-121.4246|193|14.0|https://www.wta.org/go-hiking/hikes/mirror-lake-1|Northwest Forest Pass|Snoqualmie Region| Snoqualmie Pass|2.2|4.21|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|9427.365198321751
